관측소명,시간,수위,기온(°C),풍속(m/s),강수량(mm),예측수위
기아대교,2020/06/19 4:00,10.24,23,0.7,0,10.2
기아대교,2020/06/19 5:00,10.2,23.1,1.6,0,10.19
기아대교,2020/06/19 6:00,10.19,23,1.9,0,10.17
기아대교,2020/06/19 7:00,10.17,22.2,1.9,0,10.17
기아대교,2020/06/19 9:00,10.17,23.1,1.6,0,10.19
기아대교,2020/06/19 10:00,10.19,25.1,2,0,10.24
기아대교,2020/06/19 11:00,10.24,25.8,1.8,0,10.26
기아대교,2020/06/19 12:00,10.26,27.7,2.2,0,10.27
기아대교,2020/06/19 13:00,10.27,27.4,1.9,0,10.26
기아대교,2020/06/19 14:00,10.26,28.5,1.1,0,10.26
기아대교,2020/06/19 15:00,10.26,28.7,1,0,10.26
기아대교,2020/06/19 16:00,10.26,28.2,1.8,0,10.26
기아대교,2020/06/19 17:00,10.26,28.6,1.7,0,10.26
기아대교,2020/06/19 18:00,10.26,28,2,0,10.23
기아대교,2020/06/19 19:00,10.23,25.7,2.5,0,10.21
기아대교,2020/06/19 20:00,10.21,24,1.6,0,10.22
기아대교,2020/06/19 21:00,10.22,23.5,2,0,10.22
기아대교,2020/06/19 22:00,10.22,23,2.2,0,10.22
기아대교,2020/06/19 23:00,10.22,22.5,1,0,10.22
기아대교,2020/06/20 0:00,10.22,22.4,1.4,0,10.23
기아대교,2020/06/20 1:00,10.23,22.4,0.7,0,10.26
기아대교,2020/06/20 2:00,10.26,22.1,1.2,0,10.26
기아대교,2020/06/20 3:00,10.26,21.5,1.4,0,10.23
기아대교,2020/06/20 4:00,10.23,21.2,0.1,0,10.21
기아대교,2020/06/20 5:00,10.21,20.9,1.2,0,10.19
기아대교,2020/06/20 6:00,10.19,21,1.3,0,10.18
기아대교,2020/06/20 7:00,10.18,22.3,0.9,0,10.18
기아대교,2020/06/20 8:00,10.18,24.5,0.5,0,10.17
기아대교,2020/06/20 9:00,10.17,25.5,1.2,0,10.17
기아대교,2020/06/20 10:00,10.17,26.8,1.3,0,10.19
기아대교,2020/06/20 11:00,10.19,26.9,2.6,0,10.24
기아대교,2020/06/20 12:00,10.24,28.5,1.6,0,10.25
기아대교,2020/06/20 13:00,10.25,28,3.2,0,10.26
기아대교,2020/06/20 14:00,10.26,28.8,2.4,0,10.26
기아대교,2020/06/20 15:00,10.26,28.2,2.8,0,10.26
기아대교,2020/06/20 16:00,10.26,27.7,2.4,0,10.26
기아대교,2020/06/20 17:00,10.26,28.4,2.1,0,10.26
기아대교,2020/06/20 18:00,10.26,27.6,2.7,0,10.25
기아대교,2020/06/20 19:00,10.25,26,2.5,0,10.24
기아대교,2020/06/20 20:00,10.24,25.2,2,0,10.24
기아대교,2020/06/20 21:00,10.24,24.1,1.4,0,10.25
기아대교,2020/06/20 22:00,10.25,23.1,1.6,0,10.25
기아대교,2020/06/20 23:00,10.25,22.4,1.7,0,10.25
기아대교,2020/06/21 0:00,10.25,22.2,1.1,0,10.23
기아대교,2020/06/21 1:00,10.23,21.9,0.8,0,10.22
기아대교,2020/06/21 2:00,10.22,22,0.8,0,10.21
기아대교,2020/06/21 3:00,10.21,21.3,1.2,0,10.21
기아대교,2020/06/21 4:00,10.21,21,1,0,10.19
기아대교,2020/06/21 5:00,10.19,20.9,0.7,0,10.19
기아대교,2020/06/21 6:00,10.19,20.6,0.7,0,10.17
기아대교,2020/06/21 7:00,10.17,21.3,1.6,0,10.18
기아대교,2020/06/21 8:00,10.18,22.9,0.5,0,10.18
기아대교,2020/06/21 9:00,10.18,25.3,0.9,0,10.18
기아대교,2020/06/21 10:00,10.18,26.7,1,0,10.18
기아대교,2020/06/21 11:00,10.18,28.9,1.3,0,10.23
기아대교,2020/06/21 12:00,10.23,29.6,1,0,10.25
기아대교,2020/06/21 13:00,10.25,30.1,2.1,0,10.25
기아대교,2020/06/21 14:00,10.25,31.1,2.4,0,10.25
기아대교,2020/06/21 15:00,10.25,31.2,2,0,10.25
기아대교,2020/06/21 16:00,10.25,30.8,3.3,0,10.26
기아대교,2020/06/21 17:00,10.26,30.3,2.3,0,10.26
기아대교,2020/06/21 18:00,10.26,30.5,1.7,0,10.25
기아대교,2020/06/21 19:00,10.25,29.4,1.7,0,10.24
기아대교,2020/06/21 20:00,10.24,28.3,0.9,0,10.25
기아대교,2020/06/21 21:00,10.25,26.7,1.2,0,10.26
기아대교,2020/06/21 22:00,10.26,25.7,0.8,0,10.26
기아대교,2020/06/21 23:00,10.26,25.5,0.8,0,10.27
기아대교,2020/06/22 0:00,10.27,25.1,0.9,0,10.27
기아대교,2020/06/22 1:00,10.27,24.5,0.6,0,10.26
기아대교,2020/06/22 2:00,10.26,23.8,0.8,0,10.23
기아대교,2020/06/22 3:00,10.23,23.8,0.9,0,10.21
기아대교,2020/06/22 4:00,10.21,23.4,0.4,0,10.2
기아대교,2020/06/22 5:00,10.2,22.8,1,0,10.18
기아대교,2020/06/22 6:00,10.18,23.3,0.2,0,10.17
기아대교,2020/06/22 7:00,10.17,24.7,0.6,0,10.17
기아대교,2020/06/22 8:00,10.17,27.7,1.3,0,10.16
기아대교,2020/06/22 9:00,10.16,28.7,0.9,0,10.17
기아대교,2020/06/22 10:00,10.17,31.1,1.2,0,10.23
기아대교,2020/06/22 11:00,10.23,32,1.2,0,10.24
기아대교,2020/06/22 12:00,10.24,31.5,2.3,0,10.23
기아대교,2020/06/22 13:00,10.23,32.2,1.7,0,10.23
기아대교,2020/06/22 14:00,10.23,33.7,1.6,0,10.23
기아대교,2020/06/22 15:00,10.23,33.6,1.5,0,10.25
기아대교,2020/06/22 16:00,10.25,34.1,2.6,0,10.25
기아대교,2020/06/22 17:00,10.25,33.9,1.9,0,10.25
기아대교,2020/06/22 18:00,10.25,32.6,2.2,0,10.24
기아대교,2020/06/22 19:00,10.24,32,1.7,0,10.21
기아대교,2020/06/22 20:00,10.21,30.3,1,0,10.21
기아대교,2020/06/22 21:00,10.21,28.9,1.2,0,10.2
기아대교,2020/06/22 22:00,10.2,28.4,1.1,0,10.22
기아대교,2020/06/22 23:00,10.22,28,1.3,0,10.25
기아대교,2020/06/23 0:00,10.25,27.2,1.7,0,10.25
기아대교,2020/06/23 1:00,10.25,25.8,1.1,0,10.25
기아대교,2020/06/23 2:00,10.25,24.8,2.6,0,10.23
기아대교,2020/06/23 3:00,10.23,24.5,3,0,10.21
기아대교,2020/06/23 4:00,10.21,24.5,1.1,0,10.19
기아대교,2020/06/23 5:00,10.19,24.3,1,0,10.18
기아대교,2020/06/23 6:00,10.18,24,0.9,0,10.17
기아대교,2020/06/23 7:00,10.17,24.2,1.6,0,10.17
기아대교,2020/06/23 8:00,10.17,25.9,1.2,0,10.16
기아대교,2020/06/23 9:00,10.16,26.3,1.4,0,10.17
기아대교,2020/06/23 10:00,10.17,28.3,1.5,0,10.23
기아대교,2020/06/23 11:00,10.23,28.8,1.6,0,10.25
기아대교,2020/06/23 12:00,10.25,29.6,2.4,0,10.25
기아대교,2020/06/23 13:00,10.25,30,2.1,0,10.25
기아대교,2020/06/23 14:00,10.25,29.6,1.8,0,10.25
기아대교,2020/06/23 15:00,10.25,29.3,2,0,10.25
기아대교,2020/06/23 16:00,10.25,28.5,1.7,0,10.25
기아대교,2020/06/23 17:00,10.25,28.6,1.7,0,10.25
기아대교,2020/06/23 18:00,10.25,28.3,1.5,0,10.21
기아대교,2020/06/23 19:00,10.21,27.3,0.8,0,10.21
기아대교,2020/06/23 20:00,10.21,27.5,0.9,0,10.21
기아대교,2020/06/23 21:00,10.21,27.4,0.8,0,10.22
기아대교,2020/06/23 22:00,10.22,27.5,0.7,0,10.22
기아대교,2020/06/23 23:00,10.22,27.2,0.3,0,10.23
기아대교,2020/06/24 0:00,10.23,27.2,0.3,0,10.23
기아대교,2020/06/24 1:00,10.23,26.8,0.3,0,10.23
기아대교,2020/06/24 2:00,10.23,27.1,0.4,0,10.23
기아대교,2020/06/24 3:00,10.23,27.6,0.7,0,10.23
기아대교,2020/06/24 4:00,10.23,27.5,1.6,0,10.23
기아대교,2020/06/24 5:00,10.23,27.5,2.8,0,10.2
기아대교,2020/06/24 6:00,10.2,26.9,3.2,0,10.18
기아대교,2020/06/24 7:00,10.18,26.7,3.5,0,10.17
기아대교,2020/06/24 8:00,10.17,24.6,3.3,0,10.16
