관측소명,시간,수위,기온(°C),풍속(m/s),강수량(mm),예측수위
기아대교,2020/07/31 10:00,10.16,27.6,1.9,0,10.17
기아대교,2020/07/31 11:00,10.17,28.5,2,0,10.17
기아대교,2020/07/31 12:00,10.17,28.6,1.7,0,10.17
기아대교,2020/07/31 13:00,10.17,29.3,2,0,10.17
기아대교,2020/07/31 14:00,10.17,28.6,1.9,0,10.17
기아대교,2020/07/31 15:00,10.17,29.3,1.5,0,10.17
기아대교,2020/07/31 16:00,10.17,29.1,2.4,0,10.18
기아대교,2020/07/31 17:00,10.18,27.8,2.5,0,10.17
기아대교,2020/07/31 18:00,10.17,27.5,1.7,0,10.17
기아대교,2020/07/31 19:00,10.17,27,2.1,0,10.17
기아대교,2020/07/31 20:00,10.17,26.4,1.8,0,10.17
기아대교,2020/07/31 21:00,10.17,26.2,0.7,0,10.17
기아대교,2020/07/31 22:00,10.17,26.3,0.8,0,10.17
기아대교,2020/07/31 23:00,10.17,26.1,1.5,0,10.17
기아대교,2020/08/01 0:00,10.17,25.9,1.8,0,10.17
기아대교,2020/08/01 1:00,10.17,25.5,0.8,0,10.17
기아대교,2020/08/01 2:00,10.17,25.9,0.9,0,10.17
기아대교,2020/08/01 3:00,10.17,25.7,1.8,0.5,10.13
기아대교,2020/08/01 4:00,10.13,25.6,1.4,0,10.1
기아대교,2020/08/01 5:00,10.1,25.8,1.5,0,10.1
기아대교,2020/08/01 6:00,10.1,25.7,1.7,0,10.1
기아대교,2020/08/01 7:00,10.1,25.9,2,0,10.1
기아대교,2020/08/01 8:00,10.1,26.4,3,0,10.1
기아대교,2020/08/01 9:00,10.1,26.7,3,0,10.13
기아대교,2020/08/01 11:00,10.13,28.3,2.5,0,10.15
기아대교,2020/08/01 12:00,10.15,25,2.2,5,10.76
기아대교,2020/08/01 13:00,10.76,24.3,2.2,30.5,10.76
기아대교,2020/08/01 14:00,10.76,25.7,1.1,5,10.71
기아대교,2020/08/01 15:00,10.71,26.6,1.3,0,10.71
기아대교,2020/08/01 16:00,10.71,27.1,1.8,0,10.58
기아대교,2020/08/01 17:00,10.58,27.3,2.9,0,10.45
기아대교,2020/08/01 18:00,10.45,27.3,2.8,0,10.39
기아대교,2020/08/01 19:00,10.39,27.2,3.1,0,10.34
기아대교,2020/08/01 20:00,10.34,26.3,1.6,0,10.28
기아대교,2020/08/01 21:00,10.28,25.9,1.6,0,10.26
기아대교,2020/08/01 22:00,10.26,24.9,1.1,2.5,10.28
기아대교,2020/08/01 23:00,10.28,24.4,0.5,6.5,10.61
기아대교,2020/08/02 0:00,10.61,24.1,1.6,13,10.91
기아대교,2020/08/02 1:00,10.91,24.1,1.1,0.5,10.73
기아대교,2020/08/02 2:00,10.73,24.1,0.9,0,10.85
기아대교,2020/08/02 3:00,10.85,24.1,1.2,0.5,11.17
기아대교,2020/08/02 4:00,11.17,24.1,0.8,0.5,10.86
기아대교,2020/08/02 5:00,10.86,24.2,1.1,0.5,10.67
기아대교,2020/08/02 6:00,10.67,24.2,1.3,0,10.56
기아대교,2020/08/02 7:00,10.56,24.3,1.5,0.5,10.51
기아대교,2020/08/02 8:00,10.51,24.3,1,0,10.49
기아대교,2020/08/02 9:00,10.49,24.5,0.5,1,10.55
기아대교,2020/08/02 10:00,10.55,24.9,0.9,0.5,10.58
기아대교,2020/08/02 11:00,10.58,25.8,1.2,1.5,10.56
기아대교,2020/08/02 12:00,10.56,26.8,2.4,0,10.59
기아대교,2020/08/02 15:00,10.59,27.3,3.4,0,10.73
기아대교,2020/08/02 16:00,10.73,24.8,2.6,8.5,10.89
기아대교,2020/08/02 17:00,10.89,23.8,2,3,11.1
기아대교,2020/08/02 18:00,11.1,24.2,2.6,1,10.89
기아대교,2020/08/02 19:00,10.89,24.3,3.1,0,10.73
기아대교,2020/08/02 20:00,10.73,24.3,3.5,0,10.65
기아대교,2020/08/02 21:00,10.65,25.3,3.7,0,10.59
기아대교,2020/08/02 22:00,10.59,26,3.6,0,10.55
기아대교,2020/08/02 23:00,10.55,26.7,3.7,0,10.53
기아대교,2020/08/03 0:00,10.53,26.8,3.7,0,10.51
기아대교,2020/08/03 1:00,10.51,26.7,4.3,0,10.48
기아대교,2020/08/03 2:00,10.48,26.7,3.5,0,10.51
기아대교,2020/08/03 3:00,10.51,25.7,2.7,13,10.99
기아대교,2020/08/03 4:00,10.99,25.7,2.9,12.5,12.09
기아대교,2020/08/03 5:00,12.09,26,2.3,1,12.31
기아대교,2020/08/03 6:00,12.31,25.4,2.3,10.5,11.49
기아대교,2020/08/03 7:00,11.49,25.6,2.5,0,11.32
기아대교,2020/08/03 8:00,11.32,25.9,4,1,11.13
기아대교,2020/08/03 9:00,11.13,26,2.7,3,10.98
기아대교,2020/08/03 10:00,10.98,26.3,2.2,0,10.9
기아대교,2020/08/03 11:00,10.9,25.7,2.6,0,10.85
기아대교,2020/08/03 12:00,10.85,25.8,2.2,0,10.8
기아대교,2020/08/03 13:00,10.8,26.3,1.8,0.5,10.76
기아대교,2020/08/03 14:00,10.76,26.1,2.5,0,10.72
기아대교,2020/08/03 15:00,10.72,26.2,2.3,0,10.7
기아대교,2020/08/03 16:00,10.7,25.7,1.7,3,10.68
기아대교,2020/08/03 17:00,10.68,25.7,3.5,0,10.71
기아대교,2020/08/03 18:00,10.71,25.6,3.2,0,10.72
기아대교,2020/08/03 19:00,10.72,24,1.9,4,10.72
기아대교,2020/08/03 20:00,10.72,24,2.2,13.5,10.78
기아대교,2020/08/03 21:00,10.78,24.5,2.1,0.5,10.84
기아대교,2020/08/03 22:00,10.84,24.8,2.1,0,10.78
기아대교,2020/08/03 23:00,10.78,25.4,1.8,0,10.68
기아대교,2020/08/04 0:00,10.68,25.7,1.7,0,10.6
기아대교,2020/08/04 1:00,10.6,25.9,2.4,0,10.56
기아대교,2020/08/04 2:00,10.56,26,2.3,0,10.55
기아대교,2020/08/04 3:00,10.55,26.3,2,0,10.51
기아대교,2020/08/04 4:00,10.51,26.5,2.1,0,10.49
기아대교,2020/08/04 5:00,10.49,26.5,2.9,0,10.48
기아대교,2020/08/04 6:00,10.48,26.5,3.4,0,10.46
기아대교,2020/08/04 7:00,10.46,26.6,3.4,0,10.44
기아대교,2020/08/04 8:00,10.44,26.9,4.5,0,10.43
기아대교,2020/08/04 9:00,10.43,27.2,2.8,0,10.46
기아대교,2020/08/04 10:00,10.46,27.8,3.2,0,10.45
기아대교,2020/08/04 12:00,10.45,28.3,3.1,0,10.44
기아대교,2020/08/04 13:00,10.44,28.9,2.7,0,10.43
기아대교,2020/08/04 14:00,10.43,29.3,2.8,0,10.42
기아대교,2020/08/04 15:00,10.42,29.8,1.9,0,10.41
기아대교,2020/08/04 16:00,10.41,29.4,2.8,0,10.41
기아대교,2020/08/04 17:00,10.41,27.8,2,1.5,10.4
기아대교,2020/08/04 18:00,10.4,28.4,1.9,0,10.42
기아대교,2020/08/04 19:00,10.42,28.5,2.1,0,10.41
기아대교,2020/08/04 20:00,10.41,28.2,1.2,0,10.4
기아대교,2020/08/04 21:00,10.4,27.9,0.8,0,10.39
기아대교,2020/08/04 22:00,10.39,27.4,0.8,0,10.39
기아대교,2020/08/04 23:00,10.39,26.4,1.3,2,10.44
기아대교,2020/08/05 0:00,10.44,26.6,0.7,0,10.41
기아대교,2020/08/05 1:00,10.41,26.5,1.5,0,10.36
기아대교,2020/08/05 2:00,10.36,26.7,1.8,0,10.34
기아대교,2020/08/05 3:00,10.34,26.7,1.7,0,10.31
기아대교,2020/08/05 4:00,10.31,26.9,1.8,0,10.29
기아대교,2020/08/05 5:00,10.29,26.9,1.9,0,10.27
기아대교,2020/08/05 6:00,10.27,26.9,2.6,0,10.28
기아대교,2020/08/05 7:00,10.28,26.7,3.6,0,10.28
기아대교,2020/08/05 8:00,10.28,26.3,2.3,1,10.28
기아대교,2020/08/05 9:00,10.28,26.9,1.9,0.5,10.28
기아대교,2020/08/05 10:00,10.28,27,2.2,0.5,10.34
기아대교,2020/08/05 11:00,10.34,27.5,1.2,0,10.35
기아대교,2020/08/05 12:00,10.35,27.8,0.8,0.5,10.34
기아대교,2020/08/05 13:00,10.34,28.9,1.5,0,10.32
기아대교,2020/08/05 14:00,10.32,29.8,1.9,0,10.3
기아대교,2020/08/05 15:00,10.3,30.3,2.7,0,10.3
기아대교,2020/08/05 16:00,10.3,30.1,3.1,0,10.29
기아대교,2020/08/05 17:00,10.29,28.6,4.2,0,10.87
기아대교,2020/08/05 18:00,10.87,27.8,3.4,0.5,10.93
기아대교,2020/08/05 19:00,10.93,28.7,1.5,0,10.64
기아대교,2020/08/05 20:00,10.64,27.4,1.9,0.5,10.46
기아대교,2020/08/05 21:00,10.46,27.8,1.4,1,10.4
기아대교,2020/08/05 22:00,10.4,28.2,3.5,0,10.38
기아대교,2020/08/05 23:00,10.38,27.9,4.4,0,10.4
기아대교,2020/08/06 0:00,10.4,26.7,3.5,7,10.49
기아대교,2020/08/06 1:00,10.49,26,5.6,3,10.58
기아대교,2020/08/06 2:00,10.58,25.5,5.5,4,10.75
기아대교,2020/08/06 3:00,10.75,25.1,4.8,9,10.94
기아대교,2020/08/06 4:00,10.94,25.1,5.3,6.5,11.59
기아대교,2020/08/06 5:00,11.59,24.9,2.9,24.5,12.49
기아대교,2020/08/06 6:00,12.49,24.1,4.8,20.5,12.99
기아대교,2020/08/06 8:00,12.99,23.3,3.8,1,12.41
기아대교,2020/08/06 9:00,12.41,23.8,2.6,0.5,11.68
기아대교,2020/08/06 10:00,11.68,24.5,2.7,0.5,11.37
기아대교,2020/08/06 11:00,11.37,24.1,4.2,0,11.22
기아대교,2020/08/06 12:00,11.22,24.5,3.2,0,11.08
기아대교,2020/08/06 13:00,11.08,24.1,2.6,0,11
기아대교,2020/08/06 14:00,11,24.1,2.5,0,10.93
기아대교,2020/08/06 15:00,10.93,25.1,2.2,0,10.88
기아대교,2020/08/06 16:00,10.88,26.2,1.8,0,10.84
기아대교,2020/08/06 17:00,10.84,25.6,2.6,0,10.78
기아대교,2020/08/06 18:00,10.78,25.5,1.8,0,10.75
기아대교,2020/08/06 19:00,10.75,24.8,1.6,0,10.72
기아대교,2020/08/06 20:00,10.72,24.4,1.7,0,10.7
기아대교,2020/08/06 21:00,10.7,23.8,2.1,0,10.67
기아대교,2020/08/06 22:00,10.67,23.5,1.8,0,10.65
기아대교,2020/08/06 23:00,10.65,23.2,2.8,0,10.62
기아대교,2020/08/07 0:00,10.62,23.2,1.9,0,10.59
기아대교,2020/08/07 1:00,10.59,23.3,2.4,0,10.57
기아대교,2020/08/07 2:00,10.57,23.3,1,0,10.55
기아대교,2020/08/07 3:00,10.55,23.3,0.8,0,10.51
기아대교,2020/08/07 4:00,10.51,23.2,1.8,0,10.5
기아대교,2020/08/07 5:00,10.5,23.2,0.9,0,10.48
기아대교,2020/08/07 6:00,10.48,23,0.6,0,10.47
기아대교,2020/08/07 7:00,10.47,23.2,0.6,0,10.45
기아대교,2020/08/07 8:00,10.45,23.7,0.9,0,10.46
기아대교,2020/08/07 9:00,10.46,24.2,0.9,0,10.46
기아대교,2020/08/07 10:00,10.46,25,1.3,0,10.46
기아대교,2020/08/07 11:00,10.46,25.6,1.2,0,10.45
기아대교,2020/08/07 12:00,10.45,26.7,0.4,0,10.44
기아대교,2020/08/07 13:00,10.44,27.1,2,0,10.43
기아대교,2020/08/07 14:00,10.43,26.8,1.3,0,10.42
기아대교,2020/08/07 15:00,10.42,27,1.1,0,10.41
기아대교,2020/08/07 16:00,10.41,27,2.3,0,10.4
기아대교,2020/08/07 17:00,10.4,26.8,1.7,0,10.38
기아대교,2020/08/07 18:00,10.38,26.7,2,0,10.37
기아대교,2020/08/07 19:00,10.37,26.2,1.8,0,10.37
기아대교,2020/08/07 20:00,10.37,26.1,1.7,0,10.37
기아대교,2020/08/07 21:00,10.37,25.3,2,0,10.36
기아대교,2020/08/07 22:00,10.36,25.1,1.2,0,10.36
기아대교,2020/08/07 23:00,10.36,24.6,1.7,0,10.35
기아대교,2020/08/08 0:00,10.35,24.6,0.8,0,10.34
기아대교,2020/08/08 1:00,10.34,24.6,0.3,0,10.33
기아대교,2020/08/08 2:00,10.33,24.2,0.8,0,10.31
기아대교,2020/08/08 3:00,10.31,24.1,1.8,0,10.29
기아대교,2020/08/08 4:00,10.29,24.2,2.8,0,10.29
기아대교,2020/08/08 5:00,10.29,23.7,1.9,0,10.28
기아대교,2020/08/08 6:00,10.28,23.5,1.6,0,10.28
기아대교,2020/08/08 7:00,10.28,23.9,2.1,0,10.27
기아대교,2020/08/08 8:00,10.27,24.9,1.8,0,10.27
기아대교,2020/08/08 9:00,10.27,25.1,2.3,0,10.27
기아대교,2020/08/08 10:00,10.27,25.2,2.8,0,10.27
기아대교,2020/08/08 11:00,10.27,25.5,1.6,0,10.29
기아대교,2020/08/08 12:00,10.29,24.1,1.6,0.5,10.32
기아대교,2020/08/08 13:00,10.32,24.2,2.9,0,10.3
기아대교,2020/08/08 14:00,10.3,25,1.8,0,10.29
기아대교,2020/08/08 15:00,10.29,25.7,2.6,0,10.29
기아대교,2020/08/08 16:00,10.29,25.6,2,0,10.29
기아대교,2020/08/08 17:00,10.29,25.5,2.1,0,10.29
기아대교,2020/08/08 18:00,10.29,25.1,1.8,0,10.28
기아대교,2020/08/08 19:00,10.28,24.8,2.8,0,10.28
기아대교,2020/08/08 20:00,10.28,24.6,1.8,0.5,10.29
기아대교,2020/08/08 21:00,10.29,24,1.1,4.5,10.42
기아대교,2020/08/08 22:00,10.42,24.3,1.6,5.5,10.63
기아대교,2020/08/08 23:00,10.63,24.8,2.1,2.5,10.72
기아대교,2020/08/09 0:00,10.72,25.1,1.7,0.5,10.61
기아대교,2020/08/09 1:00,10.61,25.6,2.4,0,10.47
기아대교,2020/08/09 2:00,10.47,25.3,2.2,0,10.42
기아대교,2020/08/09 3:00,10.42,24.9,1.5,2.5,10.46
기아대교,2020/08/09 4:00,10.46,25.3,2.4,0,10.63
기아대교,2020/08/09 5:00,10.63,25,2.6,0.5,10.6
기아대교,2020/08/09 6:00,10.6,25.2,2.3,1.5,10.51
기아대교,2020/08/09 7:00,10.51,25.4,2.3,0.5,10.49
기아대교,2020/08/09 8:00,10.49,24.9,2.7,6,11.2
기아대교,2020/08/09 9:00,11.2,25.7,3.6,2,11.86
기아대교,2020/08/09 10:00,11.86,25.5,3.6,2,12.04
기아대교,2020/08/09 11:00,12.04,25.3,2.3,3,11.53
기아대교,2020/08/09 12:00,11.53,25.6,4.3,2,11.39
기아대교,2020/08/09 13:00,11.39,25.5,5.3,2.5,11.53
기아대교,2020/08/09 14:00,11.53,24.9,4.4,16,11.6
기아대교,2020/08/09 15:00,11.6,26.3,4.8,5.5,11.38
기아대교,2020/08/09 16:00,11.38,25.9,3.2,0.5,11.11
기아대교,2020/08/09 17:00,11.11,25.4,3.5,1,11.02
기아대교,2020/08/09 18:00,11.02,25.8,2.7,0,10.94
기아대교,2020/08/09 19:00,10.94,26,2.1,0.5,10.88
기아대교,2020/08/09 20:00,10.88,26.5,1.9,0,10.84
기아대교,2020/08/09 21:00,10.84,26.8,1.8,0,10.8
기아대교,2020/08/09 22:00,10.8,26.8,2.1,0,10.77
기아대교,2020/08/09 23:00,10.77,26.7,1.9,0,10.72
기아대교,2020/08/10 0:00,10.72,26.7,1.5,0,10.71
기아대교,2020/08/10 1:00,10.71,26.6,2.8,0,10.66
기아대교,2020/08/10 2:00,10.66,27.1,3,0,10.64
기아대교,2020/08/10 3:00,10.64,26.6,4,0,10.6
기아대교,2020/08/10 4:00,10.6,25.6,2.4,0.5,10.58
기아대교,2020/08/10 5:00,10.58,25.9,2.3,0,10.57
기아대교,2020/08/10 6:00,10.57,25.9,2.3,0,10.55
기아대교,2020/08/10 7:00,10.55,26.1,1.7,0,10.54
기아대교,2020/08/10 8:00,10.54,25.5,1.6,1,10.53
기아대교,2020/08/10 9:00,10.53,26.1,1.8,0.5,10.54
기아대교,2020/08/10 10:00,10.54,27.2,2,0.5,10.53
기아대교,2020/08/10 11:00,10.53,29.1,3.5,0,10.51
기아대교,2020/08/10 12:00,10.51,30.1,3.2,0,10.48
기아대교,2020/08/10 13:00,10.48,30.6,2.2,0,10.47
기아대교,2020/08/10 14:00,10.47,29.5,1.5,0,10.47
기아대교,2020/08/10 15:00,10.47,28.9,1.1,0,10.62
기아대교,2020/08/10 16:00,10.62,26.4,2.2,7.5,11.01
기아대교,2020/08/10 17:00,11.01,26.7,0.5,9,10.8
기아대교,2020/08/10 18:00,10.8,26.9,1.8,0,10.7
기아대교,2020/08/10 19:00,10.7,26.8,1.2,0,10.61
기아대교,2020/08/10 20:00,10.61,26.6,1.7,0,10.55
기아대교,2020/08/10 21:00,10.55,26.4,1.9,0,10.52
기아대교,2020/08/10 22:00,10.52,26.3,1.7,0.5,10.54
기아대교,2020/08/10 23:00,10.54,25.5,1.6,10,10.97
기아대교,2020/08/11 0:00,10.97,24.6,0.8,10,11.34
기아대교,2020/08/11 1:00,11.34,24.7,1.2,9.5,11.32
기아대교,2020/08/11 2:00,11.32,24.9,1.2,4,11.15
기아대교,2020/08/11 3:00,11.15,24.6,1.3,5,11.02
기아대교,2020/08/11 4:00,11.02,24.9,2.3,6.5,10.98
기아대교,2020/08/11 5:00,10.98,23.3,0.7,11,11.05
기아대교,2020/08/11 6:00,11.05,22.8,0.6,25.5,11.18
기아대교,2020/08/11 7:00,11.18,23,0.4,4.5,11.58
기아대교,2020/08/11 8:00,11.58,23.3,0.8,15.5,11.53
기아대교,2020/08/11 9:00,11.53,24,1.4,1.5,11.39
기아대교,2020/08/11 10:00,11.39,24.7,2.6,0,11.18
기아대교,2020/08/11 11:00,11.18,25,1.2,0,11
기아대교,2020/08/11 12:00,11,26,1.2,0,10.88
기아대교,2020/08/11 13:00,10.88,27.4,1.6,0,10.82
기아대교,2020/08/11 14:00,10.82,27.5,2.1,0,10.77
기아대교,2020/08/11 15:00,10.77,26.5,2.5,0,10.74
기아대교,2020/08/11 16:00,10.74,26.7,1.4,0,10.72
기아대교,2020/08/11 17:00,10.72,26.5,1.5,0,10.69
기아대교,2020/08/11 18:00,10.69,26,1.8,0,10.67
기아대교,2020/08/11 19:00,10.67,25.8,2.5,0,10.64
기아대교,2020/08/11 20:00,10.64,25.4,1.7,0,10.62
기아대교,2020/08/11 21:00,10.62,25.4,1.4,0,10.6
기아대교,2020/08/11 22:00,10.6,25.4,1.6,0,10.58
기아대교,2020/08/11 23:00,10.58,25.1,0.6,0,10.57
기아대교,2020/08/12 0:00,10.57,24.8,0.5,0,10.54
기아대교,2020/08/12 1:00,10.54,24.9,0.8,0,10.52
기아대교,2020/08/12 2:00,10.52,24.7,0.3,0,10.49
기아대교,2020/08/12 3:00,10.49,24.4,0.3,0,10.47
기아대교,2020/08/12 4:00,10.47,24.4,0.3,0,10.46
기아대교,2020/08/12 5:00,10.46,24.5,0.5,0,10.45
기아대교,2020/08/12 6:00,10.45,24.6,0.2,0,10.43
기아대교,2020/08/12 7:00,10.43,25,0.8,0,10.43
기아대교,2020/08/12 8:00,10.43,25.9,0.3,0,10.43
기아대교,2020/08/12 9:00,10.43,27.3,0.8,0,10.43
기아대교,2020/08/12 10:00,10.43,28.1,1.3,0,10.43
기아대교,2020/08/12 11:00,10.43,28.8,1.3,0,10.43
기아대교,2020/08/12 12:00,10.43,30.7,0.9,0,10.42
기아대교,2020/08/12 13:00,10.42,32.5,1.4,0,10.41
기아대교,2020/08/12 14:00,10.41,31,1.4,0,10.39
기아대교,2020/08/12 15:00,10.39,31.1,1.2,0,10.4
기아대교,2020/08/12 16:00,10.4,30.7,1.7,0,10.39
기아대교,2020/08/12 17:00,10.39,30.6,1.4,0,10.38
기아대교,2020/08/12 18:00,10.38,29.4,2.4,0,10.37
기아대교,2020/08/12 19:00,10.37,29.1,2.3,0,10.36
기아대교,2020/08/12 20:00,10.36,28.5,1.6,0,10.36
기아대교,2020/08/12 21:00,10.36,28,2.2,0,10.36
기아대교,2020/08/12 22:00,10.36,27.9,1.4,0,10.35
기아대교,2020/08/12 23:00,10.35,27.3,2.2,0,10.35
기아대교,2020/08/13 0:00,10.35,26.9,2.4,0,10.35
기아대교,2020/08/13 1:00,10.35,26.7,2.1,0,10.33
기아대교,2020/08/13 2:00,10.33,26.9,1.8,0,10.32
기아대교,2020/08/13 3:00,10.32,27,1.2,0,10.31
기아대교,2020/08/13 4:00,10.31,27,1.5,0,10.27
기아대교,2020/08/13 10:00,10.27,28.3,2.4,0,10.3
기아대교,2020/08/13 11:00,10.3,29.2,2.8,0,10.32
기아대교,2020/08/13 12:00,10.32,29.7,2.3,0,10.31
기아대교,2020/08/13 13:00,10.31,30,2.6,0,10.3
기아대교,2020/08/13 14:00,10.3,30.4,2.4,0,10.28
기아대교,2020/08/13 15:00,10.28,30.7,3.6,0,10.28
기아대교,2020/08/13 16:00,10.28,31.2,2.7,0,10.28
기아대교,2020/08/13 17:00,10.28,30.7,3.2,0,10.27
기아대교,2020/08/13 18:00,10.27,29.7,2.1,0,10.27
기아대교,2020/08/13 19:00,10.27,29.1,1.7,0,10.26
기아대교,2020/08/13 20:00,10.26,28.8,2.2,0,10.26
기아대교,2020/08/13 21:00,10.26,28.2,2.4,0,10.26
기아대교,2020/08/13 22:00,10.26,28,2.3,0,10.26
기아대교,2020/08/13 23:00,10.26,27.7,3,0,10.27
기아대교,2020/08/14 0:00,10.27,27.5,2.8,0,10.27
기아대교,2020/08/14 1:00,10.27,27.4,3,0,10.26
기아대교,2020/08/14 2:00,10.26,27.3,3.4,0,10.25
기아대교,2020/08/14 3:00,10.25,27.3,3,0,10.22
기아대교,2020/08/14 4:00,10.22,27.1,2.6,0,10.2
기아대교,2020/08/14 5:00,10.2,27,2.2,0,10.2
기아대교,2020/08/14 6:00,10.2,27,2.6,0,10.18
기아대교,2020/08/14 7:00,10.18,27,3.6,0,10.2
기아대교,2020/08/14 8:00,10.2,27.4,2.9,0,10.2
기아대교,2020/08/14 9:00,10.2,27.3,3.2,0,10.2
기아대교,2020/08/14 10:00,10.2,27.4,3.3,0,10.21
기아대교,2020/08/14 11:00,10.21,28.3,2.3,0,10.22
기아대교,2020/08/14 12:00,10.22,28.9,2.3,0,10.26
기아대교,2020/08/14 13:00,10.26,27.8,3.5,0,10.25
기아대교,2020/08/14 14:00,10.25,28.4,2.7,0,10.26
기아대교,2020/08/14 15:00,10.26,28.6,2.8,0,10.28
기아대교,2020/08/14 16:00,10.28,28.5,2.7,0,10.3
기아대교,2020/08/14 17:00,10.3,27.7,2,0,10.26
기아대교,2020/08/14 18:00,10.26,27.8,1.9,0,10.24
기아대교,2020/08/14 19:00,10.24,27.6,2.1,0,10.23
기아대교,2020/08/14 20:00,10.23,27.3,1.1,0,10.22
기아대교,2020/08/14 21:00,10.22,27.6,1.5,0,10.22
기아대교,2020/08/14 22:00,10.22,27.3,1.7,0,10.22
기아대교,2020/08/14 23:00,10.22,26.9,1.7,0,10.22
기아대교,2020/08/15 0:00,10.22,26.6,2.4,1,10.22
기아대교,2020/08/15 1:00,10.22,26.6,1.5,0,10.2
기아대교,2020/08/15 2:00,10.2,26.6,1.7,0,10.19
기아대교,2020/08/15 3:00,10.19,26.2,1.7,1,10.19
기아대교,2020/08/15 4:00,10.19,26.4,1.4,0,10.2
기아대교,2020/08/15 5:00,10.2,26,1.9,2.5,10.23
기아대교,2020/08/15 6:00,10.23,25.6,2.6,16.5,11.12
기아대교,2020/08/15 7:00,11.12,25.4,1.9,34,11.11
기아대교,2020/08/15 8:00,11.11,25.3,1,2,11.25
기아대교,2020/08/15 9:00,11.25,25.5,1.7,1,10.91
기아대교,2020/08/15 10:00,10.91,25.9,1.5,0.5,10.72
기아대교,2020/08/15 11:00,10.72,26.3,2.2,0,10.61
기아대교,2020/08/15 12:00,10.61,26.7,1.7,1,10.54
기아대교,2020/08/15 13:00,10.54,26.7,1.2,1,10.48
기아대교,2020/08/15 14:00,10.48,26.9,0.9,2,10.46
기아대교,2020/08/15 15:00,10.46,26.8,1.4,0,10.46
기아대교,2020/08/15 16:00,10.46,27.1,0.7,1,10.44
기아대교,2020/08/15 17:00,10.44,27.7,1.1,0,10.41
기아대교,2020/08/15 18:00,10.41,27.6,1.3,0,10.38
기아대교,2020/08/15 19:00,10.38,27.4,0.6,0,10.38
기아대교,2020/08/15 20:00,10.38,27.4,0,0,10.39
기아대교,2020/08/15 21:00,10.39,27.4,1,0,10.37
기아대교,2020/08/15 22:00,10.37,27.2,1.1,0,10.36
기아대교,2020/08/15 23:00,10.36,26.8,1.7,0,10.35
기아대교,2020/08/16 0:00,10.35,26.5,0.7,0,10.31
기아대교,2020/08/16 1:00,10.31,26.3,1.6,0,10.3
기아대교,2020/08/16 2:00,10.3,26.3,2.5,0,10.3
기아대교,2020/08/16 3:00,10.3,26,2.8,0,10.29
기아대교,2020/08/16 4:00,10.29,26.2,2.6,0,10.29
기아대교,2020/08/16 5:00,10.29,26,2.4,0,10.28
기아대교,2020/08/16 6:00,10.28,25.9,2.4,0,10.28
기아대교,2020/08/16 7:00,10.28,26,1.8,0,10.27
기아대교,2020/08/16 8:00,10.27,26.4,2.4,0,10.27
기아대교,2020/08/16 9:00,10.27,26.9,2.5,0,10.27
기아대교,2020/08/16 10:00,10.27,27.7,1.4,0,10.27
기아대교,2020/08/16 11:00,10.27,28.8,2.4,0,10.29
기아대교,2020/08/16 12:00,10.29,30.3,2.4,0,10.32
기아대교,2020/08/16 13:00,10.32,30.2,3.6,0,10.31
기아대교,2020/08/16 14:00,10.31,31.1,3.1,0,10.3
기아대교,2020/08/16 15:00,10.3,30.6,2.5,0,10.29
기아대교,2020/08/16 16:00,10.29,30.7,2.5,0,10.29
기아대교,2020/08/16 17:00,10.29,29.5,2.4,0,10.28
기아대교,2020/08/16 18:00,10.28,28.4,2.7,0,10.27
기아대교,2020/08/16 19:00,10.27,27.8,2.1,0,10.26
기아대교,2020/08/16 20:00,10.26,27.5,1.8,0,10.26
기아대교,2020/08/16 21:00,10.26,27.2,1.7,0,10.26
기아대교,2020/08/16 22:00,10.26,27.3,1.4,0,10.26
기아대교,2020/08/16 23:00,10.26,27,1.3,0,10.25
기아대교,2020/08/17 0:00,10.25,26.8,2.4,0,10.25
기아대교,2020/08/17 1:00,10.25,26.7,1.7,0,10.24
기아대교,2020/08/17 2:00,10.24,26.7,1.5,0,10.21
기아대교,2020/08/17 3:00,10.21,26.6,2.1,0,10.21
기아대교,2020/08/17 4:00,10.21,26.6,1.7,0,10.19
기아대교,2020/08/17 5:00,10.19,26.6,1.4,0,10.19
기아대교,2020/08/17 6:00,10.19,26.6,0.9,0,10.19
기아대교,2020/08/17 7:00,10.19,26.5,2.3,0,10.2
기아대교,2020/08/17 8:00,10.2,26.9,1.8,0,10.2
기아대교,2020/08/17 9:00,10.2,27.8,0.9,0,10.2
기아대교,2020/08/17 10:00,10.2,28.2,1.2,0,10.21
기아대교,2020/08/17 11:00,10.21,29.5,1.2,0,10.21
기아대교,2020/08/17 12:00,10.21,30.7,2,0,10.24
기아대교,2020/08/17 13:00,10.24,30.6,2.4,0,10.25
기아대교,2020/08/17 14:00,10.25,31.1,2.4,0,10.25
기아대교,2020/08/17 15:00,10.25,32.5,1.6,0,10.25
기아대교,2020/08/17 16:00,10.25,31.7,2.3,0,10.23
기아대교,2020/08/17 17:00,10.23,31.2,2.6,0,10.22
기아대교,2020/08/17 18:00,10.22,30.4,1.9,0,10.21
기아대교,2020/08/17 19:00,10.21,29.5,1.4,0,10.21
기아대교,2020/08/17 20:00,10.21,28.7,1.5,0,10.21
기아대교,2020/08/17 21:00,10.21,28.4,1.3,0,10.21
기아대교,2020/08/17 22:00,10.21,28.1,1.1,0,10.22
